epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.8971773982048035,1.2371076345443726,0.001,1.0,0.4488725960254669
1,0.999462366104126,0.510097324848175,0.001,1.0,0.4534384608268738
2,0.9993279576301575,0.4893948435783386,0.001,1.0,0.44160085916519165
3,0.999731183052063,0.4729478061199188,0.001,1.0,0.4297938942909241
4,0.9995967745780945,0.4614883065223694,0.001,1.0,0.4195919334888458
