epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.8904049396514893,0.0010000000474974513,0.9610163569450378,1.0,0.13098624348640442
1,0.9963688254356384,0.0010000000474974513,0.15187692642211914,1.0,0.10086161643266678
2,0.997799277305603,0.0010000000474974513,0.11915161460638046,1.0,0.10447590053081512
3,0.9969190359115601,0.0010000000474974513,0.11114287376403809,1.0,0.08435946702957153
4,0.9964788556098938,0.0010000000474974513,0.1081634908914566,1.0,0.0807877704501152
5,0.9981294274330139,0.0010000000474974513,0.09478851407766342,1.0,0.07228842377662659
6,0.9969190359115601,0.0010000000474974513,0.09119367599487305,1.0,0.07062545418739319
7,0.9965888857841492,0.0010000000474974513,0.09074683487415314,1.0,0.0680050477385521
8,0.997799277305603,0.0010000000474974513,0.08069685846567154,0.9947916865348816,0.09143533557653427
